class,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
jumping,0.5307707190513611,0.2898006737232208,-0.3216794729232788,0.9999908208847046,0.5351520776748657,0.2716062366962433,-0.30457985401153564,0.9999783039093018,0.5394517779350281,0.2696312367916107,-0.3046644330024719,0.9999768733978271,0.5433604717254639,0.2678256630897522,-0.3047420084476471,0.9999735355377197,0.5234567523002625,0.27546289563179016,-0.3005612790584564,0.9999718070030212,0.5197746157646179,0.27644458413124084,-0.3005581498146057,0.9999678134918213,0.515818178653717,0.2773275673389435,-0.30062827467918396,0.9999645948410034,0.550469696521759,0.2723977267742157,-0.18265260756015778,0.9999630451202393,0.5127522945404053,0.28391703963279724,-0.16619282960891724,0.9999347925186157,0.539172351360321,0.3085620701313019,-0.2747933566570282,0.9999768137931824,0.5258538722991943,0.3124776780605316,-0.2697206437587738,0.9999692440032959,0.5929195284843445,0.3698308765888214,-0.08034338057041168,0.999934196472168,0.491213858127594,0.3967958986759186,-0.07569140940904617,0.9998002052307129,0.6366590857505798,0.474819540977478,-0.07389388233423233,0.9644012451171875,0.4745590388774872,0.5129373073577881,-0.1279156506061554,0.9501533508300781,0.68995600938797,0.43955716490745544,-0.22423739731311798,0.985343873500824,0.43777021765708923,0.4793088436126709,-0.34490901231765747,0.9820861220359802,0.7013800144195557,0.44214820861816406,-0.24786977469921112,0.9772372841835022,0.42238056659698486,0.46850448846817017,-0.3821544647216797,0.9742034673690796,0.7051452994346619,0.43359196186065674,-0.2766983211040497,0.9808240532875061,0.41861239075660706,0.45692190527915955,-0.39649322628974915,0.9775869250297546,0.6989365220069885,0.4326620101928711,-0.2396746426820755,0.9777762293815613,0.42526453733444214,0.4609324336051941,-0.35636386275291443,0.9725853800773621,0.5991535186767578,0.634811520576477,-0.0022780958097428083,0.9990137815475464,0.5474697351455688,0.6378800868988037,0.0023623297456651926,0.9991806745529175,0.5874843597412109,0.7883156538009644,0.05888345092535019,0.9730812907218933,0.5306408405303955,0.7823966145515442,-0.03700874373316765,0.98537677526474,0.5686624050140381,0.9158580899238586,0.3405117988586426,0.9745181798934937,0.5348483920097351,0.9387418031692505,0.18697048723697662,0.9810621738433838,0.5643194317817688,0.929180383682251,0.36274465918540955,0.857544481754303,0.530913233757019,0.9540305733680725,0.2065473198890686,0.8191760182380676,0.5665894746780396,0.9762287139892578,0.2684323489665985,0.9708425998687744,0.5322747826576233,1.0222573280334473,0.10002827644348145,0.9745033979415894
jumping,0.5248948335647583,0.30125147104263306,-0.279329776763916,0.9999859929084778,0.5303614139556885,0.2841435968875885,-0.2622879147529602,0.9999661445617676,0.5345451235771179,0.2829008996486664,-0.2623799741268158,0.9999650716781616,0.5381108522415161,0.28182893991470337,-0.26240888237953186,0.9999560713768005,0.5180560350418091,0.2872045338153839,-0.25871822237968445,0.9999596476554871,0.5142003893852234,0.2883438467979431,-0.25873276591300964,0.9999553561210632,0.5106794834136963,0.2895824909210205,-0.25876757502555847,0.9999515414237976,0.5431073904037476,0.2879125773906708,-0.14678294956684113,0.9999489188194275,0.5081450939178467,0.2967716157436371,-0.12992456555366516,0.9999182224273682,0.5336268544197083,0.32147496938705444,-0.23566082119941711,0.9999690651893616,0.5194399952888489,0.32297125458717346,-0.2305235117673874,0.9999631643295288,0.5815523266792297,0.38613271713256836,-0.06842941790819168,0.9998596906661987,0.4847555458545685,0.4053153991699219,-0.03813084587454796,0.9997297525405884,0.6210760474205017,0.46293774247169495,-0.11694970726966858,0.9640436768531799,0.4678831100463867,0.5324939489364624,-0.08692009747028351,0.953537106513977,0.6496021151542664,0.47619301080703735,-0.33208781480789185,0.982022225856781,0.4252254068851471,0.4892282485961914,-0.3294554054737091,0.9835677742958069,0.6578139066696167,0.47456568479537964,-0.3724272549152374,0.9710856080055237,0.4074486494064331,0.47086888551712036,-0.37136921286582947,0.9761488437652588,0.6614147424697876,0.4494861662387848,-0.3944438099861145,0.9751650094985962,0.40767616033554077,0.45815446972846985,-0.3903278410434723,0.9792680740356445,0.6532486081123352,0.45079299807548523,-0.3460085988044739,0.9726253151893616,0.4127318263053894,0.46115025877952576,-0.34341877698898315,0.9746111035346985,0.5655640363693237,0.6499050259590149,-0.007114850450307131,0.9977366328239441,0.5119538903236389,0.6549122333526611,0.00725966552272439,0.9982055425643921,0.5712871551513672,0.8104428052902222,-0.050807107239961624,0.9724790453910828,0.49717748165130615,0.8216599225997925,-0.059367936104536057,0.9856056571006775,0.5674695372581482,0.9252625107765198,0.21976050734519958,0.9666305184364319,0.5070405602455139,0.9646901488304138,0.14362722635269165,0.9785526990890503,0.5647528171539307,0.932393491268158,0.23792852461338043,0.8420274257659912,0.5132011771202087,0.9720620512962341,0.15704838931560516,0.8148792386054993,0.564315140247345,0.984417736530304,0.12834298610687256,0.9587221145629883,0.5063560605049133,1.0558406114578247,0.029668688774108887,0.9683949947357178
jumping,0.516269862651825,0.30156734585762024,-0.26310044527053833,0.9999852776527405,0.5215333104133606,0.2831951081752777,-0.24819563329219818,0.9999648928642273,0.5262378454208374,0.2818806767463684,-0.24827280640602112,0.9999639391899109,0.5309092998504639,0.28064343333244324,-0.24830126762390137,0.99995356798172,0.5098656415939331,0.2858072519302368,-0.24348296225070953,0.9999587535858154,0.5058767795562744,0.28660449385643005,-0.2435036152601242,0.9999548196792603,0.5017741322517395,0.2874223589897156,-0.24351683259010315,0.9999511241912842,0.5392361283302307,0.288221538066864,-0.14495155215263367,0.9999483227729797,0.49952831864356995,0.2948591709136963,-0.1177143082022667,0.9999188184738159,0.5233736634254456,0.32045865058898926,-0.22228609025478363,0.9999687075614929,0.5112563371658325,0.3208725154399872,-0.21526004374027252,0.9999633431434631,0.5753970742225647,0.3895423114299774,-0.07693355530500412,0.9998065829277039,0.47942739725112915,0.4059976637363434,-0.028634412214159966,0.9997246265411377,0.5997645854949951,0.48273152112960815,-0.12367156893014908,0.9615932106971741,0.4596666991710663,0.5264081358909607,-0.0810660645365715,0.956598162651062,0.6121960878372192,0.4967232644557953,-0.3100101351737976,0.9744353890419006,0.4119105041027069,0.47416308522224426,-0.3218453824520111,0.9846552610397339,0.6187157034873962,0.5047769546508789,-0.3463309407234192,0.9593222141265869,0.3908047080039978,0.45379066467285156,-0.3635716736316681,0.9774628281593323,0.6149353384971619,0.4891755282878876,-0.36523276567459106,0.9638379216194153,0.39234083890914917,0.44240865111351013,-0.38106849789619446,0.980360209941864,0.609083890914917,0.4872898757457733,-0.32149094343185425,0.9614261984825134,0.3989969789981842,0.44624340534210205,-0.33501872420310974,0.975929856300354,0.5583177804946899,0.6435112357139587,-0.00880366750061512,0.9972814917564392,0.5052587985992432,0.6512244939804077,0.008917208760976791,0.9980145692825317,0.5644174218177795,0.8082417249679565,-0.036775778979063034,0.9714033603668213,0.4927341639995575,0.8192205429077148,-0.041664279997348785,0.9857926964759827,0.563034176826477,0.9254263639450073,0.214568629860878,0.9600751996040344,0.5010137557983398,0.9639765024185181,0.14534561336040497,0.9761199355125427,0.5600895285606384,0.9490572214126587,0.2329617291688919,0.8320733904838562,0.5047394633293152,0.9709216356277466,0.1580551266670227,0.8106085062026978,0.5638183951377869,0.9826502203941345,0.13098272681236267,0.9487364888191223,0.4996272921562195,1.0219292640686035,0.03514864668250084,0.9617317318916321
jumping,0.5135224461555481,0.3023459017276764,-0.2578628957271576,0.9999855160713196,0.5188041925430298,0.2831663489341736,-0.24745814502239227,0.9999658465385437,0.5235997438430786,0.2818548381328583,-0.24763281643390656,0.9999650716781616,0.5277013182640076,0.28076931834220886,-0.24764646589756012,0.9999549388885498,0.5066991448402405,0.2869766652584076,-0.24010398983955383,0.9999598264694214,0.5029910802841187,0.28830164670944214,-0.24021713435649872,0.9999562501907349,0.49949365854263306,0.2896752953529358,-0.24028854072093964,0.9999526739120483,0.5347553491592407,0.28619807958602905,-0.13710448145866394,0.9999508857727051,0.4970110058784485,0.29665765166282654,-0.10882997512817383,0.9999227523803711,0.5224962830543518,0.3193165957927704,-0.21387161314487457,0.9999703168869019,0.5084822177886963,0.32127755880355835,-0.20954349637031555,0.9999648332595825,0.5738081336021423,0.39065876603126526,-0.05851120874285698,0.9998090267181396,0.4753219783306122,0.4094635248184204,-0.02612924389541149,0.9997050166130066,0.6116931438446045,0.47691869735717773,-0.13926653563976288,0.9635540246963501,0.45403987169265747,0.5264319777488708,-0.09586040675640106,0.9587592482566833,0.6209306716918945,0.5005204081535339,-0.3768206536769867,0.9740169644355774,0.41399481892585754,0.47275054454803467,-0.3653315007686615,0.9854591488838196,0.6312669515609741,0.4995999336242676,-0.4223587214946747,0.9577149748802185,0.39739593863487244,0.4510214328765869,-0.4127310514450073,0.978364884853363,0.6305547952651978,0.483036071062088,-0.43711769580841064,0.9621725678443909,0.398603618144989,0.4401804804801941,-0.4258599877357483,0.9810889959335327,0.6240202188491821,0.4836863875389099,-0.3881831765174866,0.9592397212982178,0.4041861295700073,0.44514375925064087,-0.3778528571128845,0.976777970790863,0.5580119490623474,0.6450217366218567,-0.014116338454186916,0.9971869587898254,0.5000865459442139,0.6542422771453857,0.014205696992576122,0.997961163520813,0.5629681348800659,0.8144077658653259,-0.07960081100463867,0.9713913202285767,0.49133485555648804,0.825677216053009,-0.08541924506425858,0.9854131937026978,0.5622242093086243,0.9272858500480652,0.19357076287269592,0.9559563398361206,0.5017150640487671,0.9646081924438477,0.1432853788137436,0.9732353091239929,0.5579530000686646,0.9433326125144958,0.2064569890499115,0.8200808167457581,0.5063107013702393,0.9712870121002197,0.14538554847240448,0.8085267543792725,0.5577017664909363,0.9826372861862183,0.09201514720916748,0.9425766468048096,0.49741795659065247,1.0157884359359741,0.01613619178533554,0.956337571144104
jumping,0.5065984725952148,0.3014442026615143,-0.2485523223876953,0.9999859929084778,0.5117384791374207,0.28301137685775757,-0.23381684720516205,0.9999668598175049,0.5168599486351013,0.28148597478866577,-0.23394638299942017,0.9999661445617676,0.5214514136314392,0.28001508116722107,-0.23393535614013672,0.9999563694000244,0.49972864985466003,0.28635933995246887,-0.22722147405147552,0.9999610781669617,0.49633610248565674,0.2872878611087799,-0.2273155301809311,0.9999576210975647,0.4928508698940277,0.2880234122276306,-0.2273525595664978,0.9999544620513916,0.5290316939353943,0.2845645248889923,-0.13317836821079254,0.9999531507492065,0.4915393888950348,0.2945483922958374,-0.0997086763381958,0.9999265074729919,0.5156584978103638,0.31883180141448975,-0.2096332609653473,0.9999718070030212,0.5015645623207092,0.32098427414894104,-0.2019779533147812,0.9999662041664124,0.5676132440567017,0.38559669256210327,-0.054480474442243576,0.999815046787262,0.46990200877189636,0.4067170321941376,-0.022704947739839554,0.9997116923332214,0.6078841090202332,0.46795839071273804,-0.14016766846179962,0.9653337597846985,0.4485273063182831,0.5235976576805115,-0.09152023494243622,0.9613686800003052,0.6169463992118835,0.48674407601356506,-0.3806767165660858,0.9741707444190979,0.40527623891830444,0.4646066725254059,-0.35495665669441223,0.9865354299545288,0.6235209107398987,0.4940278232097626,-0.42588841915130615,0.9573192000389099,0.3888058364391327,0.44599178433418274,-0.4028600752353668,0.979778528213501,0.6180976629257202,0.4821861684322357,-0.44055473804473877,0.9615991711616516,0.386608749628067,0.434242308139801,-0.41636088490486145,0.982281506061554,0.6160846948623657,0.4739404618740082,-0.3922473192214966,0.9582170844078064,0.3939346373081207,0.4386874735355377,-0.36795374751091003,0.978198766708374,0.5536753535270691,0.6429174542427063,-0.014545573852956295,0.9972404837608337,0.4959283769130707,0.6508083343505859,0.014640099368989468,0.9980461597442627,0.5583024621009827,0.807183027267456,-0.12378182262182236,0.9716473817825317,0.4838789701461792,0.8100848197937012,-0.15297429263591766,0.9858682751655579,0.5547016859054565,0.9280698299407959,0.12642833590507507,0.9544886946678162,0.4980486333370209,0.9609396457672119,0.060196518898010254,0.9730767011642456,0.5491871237754822,0.9498089551925659,0.1440614014863968,0.8180980086326599,0.5031945705413818,0.969291627407074,0.07434173673391342,0.8139990568161011,0.5546025037765503,0.9799973368644714,0.0319327786564827,0.9407539963722229,0.4947912096977234,1.0122750997543335,-0.048187147825956345,0.9558538794517517
jumping,0.5026561617851257,0.30008506774902344,-0.246239572763443,0.9999856948852539,0.5079764127731323,0.2819231450557709,-0.2294272929430008,0.999966025352478,0.5129289031028748,0.2806044816970825,-0.22953291237354279,0.999965488910675,0.5172836184501648,0.27934956550598145,-0.22951249778270721,0.9999555945396423,0.49556484818458557,0.28464475274086,-0.22389763593673706,0.9999603033065796,0.49221983551979065,0.28525400161743164,-0.2239801436662674,0.9999570250511169,0.4886007308959961,0.28571993112564087,-0.22400303184986115,0.9999540448188782,0.5241532921791077,0.28476956486701965,-0.12883587181568146,0.9999532103538513,0.486784428358078,0.2922949194908142,-0.09898453205823898,0.9999249577522278,0.5114759206771851,0.318546861410141,-0.20902766287326813,0.9999718070030212,0.497189998626709,0.32026466727256775,-0.20120292901992798,0.9999657869338989,0.5610612034797668,0.38395240902900696,-0.059785760939121246,0.9998180866241455,0.46514788269996643,0.40780526399612427,-0.02112928032875061,0.9996959567070007,0.6067613363265991,0.4624408483505249,-0.1475532352924347,0.9674129486083984,0.44369831681251526,0.524444580078125,-0.10606203973293304,0.9622973203659058,0.6084279417991638,0.48596078157424927,-0.3731923997402191,0.9746904969215393,0.4048203229904175,0.46215465664863586,-0.3880074620246887,0.9868906736373901,0.6163217425346375,0.49311789870262146,-0.4172016680240631,0.9574027061462402,0.3907395899295807,0.4464826285839081,-0.4391428828239441,0.9800580739974976,0.6092841625213623,0.48172280192375183,-0.4303504526615143,0.9614701271057129,0.3890148997306824,0.43231773376464844,-0.450198769569397,0.9824318289756775,0.6027804017066956,0.4786394536495209,-0.38327401876449585,0.9576364159584045,0.3965221345424652,0.4381656050682068,-0.4005454182624817,0.9783340096473694,0.5470107793807983,0.6436599493026733,-0.014479948207736015,0.9971578121185303,0.4900532364845276,0.6515660285949707,0.014593850821256638,0.998104453086853,0.5520076751708984,0.7976597547531128,-0.08498939126729965,0.9709800481796265,0.48353099822998047,0.8051707148551941,-0.16256123781204224,0.9857829809188843,0.5512524843215942,0.9227709770202637,0.17513637244701385,0.9507467150688171,0.4949195086956024,0.960571825504303,0.02736067958176136,0.9723122119903564,0.5460200905799866,0.9483623504638672,0.19632890820503235,0.8071303963661194,0.4993557929992676,0.9690999388694763,0.03986572101712227,0.8146163821220398,0.547930896282196,0.9784613847732544,0.09100858122110367,0.9357800483703613,0.49406272172927856,1.0096118450164795,-0.08806513994932175,0.9544662237167358
jumping,0.49744781851768494,0.2989198565483093,-0.23580621182918549,0.9999852776527405,0.5023049116134644,0.2813035547733307,-0.21863533556461334,0.9999645948410034,0.5071011185646057,0.28001868724823,-0.21872909367084503,0.9999643564224243,0.5114328861236572,0.2788212299346924,-0.21874330937862396,0.999954104423523,0.4903578460216522,0.2841527462005615,-0.21412532031536102,0.9999590516090393,0.48704826831817627,0.284888356924057,-0.21418079733848572,0.9999558329582214,0.48347920179367065,0.2854711413383484,-0.2141892910003662,0.9999528527259827,0.5188031792640686,0.2854512929916382,-0.11928002536296844,0.9999533891677856,0.48207518458366394,0.29264578223228455,-0.09194556623697281,0.9999226331710815,0.5062702298164368,0.31764546036720276,-0.19829437136650085,0.9999714493751526,0.4923684895038605,0.31948214769363403,-0.191286101937294,0.9999645352363586,0.5510650277137756,0.3806343972682953,-0.06077520176768303,0.9998177886009216,0.4600721001625061,0.40661463141441345,-0.012775784358382225,0.9996615648269653,0.6007282137870789,0.45994922518730164,-0.14498360455036163,0.9694141745567322,0.43458423018455505,0.5220274925231934,-0.09653294831514359,0.9643481969833374,0.6043083667755127,0.4791874587535858,-0.3601125180721283,0.9754005670547485,0.39494049549102783,0.4536374807357788,-0.3625957667827606,0.9878336787223816,0.610714852809906,0.4895433783531189,-0.4025244414806366,0.9579026699066162,0.3803829252719879,0.43516257405281067,-0.4111040234565735,0.9813101291656494,0.6018226742744446,0.47865378856658936,-0.41730955243110657,0.961782693862915,0.3771842420101166,0.41961032152175903,-0.42368656396865845,0.9834998250007629,0.5958058834075928,0.47579824924468994,-0.3706097900867462,0.9579501152038574,0.38560354709625244,0.42851781845092773,-0.37511777877807617,0.9795947670936584,0.5430930256843567,0.642097532749176,-0.017658710479736328,0.9969733953475952,0.48572105169296265,0.6513137817382812,0.017760662361979485,0.9980525970458984,0.5446533560752869,0.8034071326255798,-0.07622642815113068,0.969257116317749,0.4791382849216461,0.8060057759284973,-0.11919417232275009,0.9852451682090759,0.5444714426994324,0.9227297902107239,0.19158591330051422,0.9428336024284363,0.49154531955718994,0.9605406522750854,0.0635610818862915,0.9704676270484924,0.5413503646850586,0.9446119070053101,0.212802454829216,0.7907360792160034,0.4963941276073456,0.9691672921180725,0.07478974014520645,0.8144606351852417,0.5425155758857727,0.9776114225387573,0.11056290566921234,0.9270974397659302,0.48689138889312744,1.0132038593292236,-0.07513894140720367,0.9510908126831055
jumping,0.4950929582118988,0.2986692786216736,-0.25842541456222534,0.9999856352806091,0.5006514191627502,0.28054898977279663,-0.23991799354553223,0.9999656677246094,0.5052643418312073,0.2794257402420044,-0.24000979959964752,0.9999651908874512,0.5092564225196838,0.27839547395706177,-0.2400456964969635,0.9999551773071289,0.48779499530792236,0.2827942669391632,-0.23634423315525055,0.9999605417251587,0.484006404876709,0.28326085209846497,-0.23640328645706177,0.9999573826789856,0.4807235300540924,0.2836827337741852,-0.2364286631345749,0.9999546408653259,0.5148363709449768,0.28477680683135986,-0.127294659614563,0.9999545216560364,0.4783683717250824,0.2915555238723755,-0.1098238155245781,0.9999262094497681,0.5039079189300537,0.3178294897079468,-0.21682991087436676,0.999972403049469,0.4888456165790558,0.31958067417144775,-0.21213200688362122,0.9999660849571228,0.5488641262054443,0.3857515752315521,-0.0652097836136818,0.9997933506965637,0.4539026916027069,0.40798404812812805,-0.03067350760102272,0.9996625185012817,0.5890074968338013,0.4859989285469055,-0.18859240412712097,0.9713320732116699,0.4267321228981018,0.5254784226417542,-0.13451899588108063,0.9668440222740173,0.6042497158050537,0.45874106884002686,-0.43923088908195496,0.976341187953949,0.3908205032348633,0.44933581352233887,-0.408363401889801,0.988778293132782,0.6103074550628662,0.4454326629638672,-0.4857384264469147,0.9584616422653198,0.38040509819984436,0.4298950433731079,-0.4578246772289276,0.9825383424758911,0.6043172478675842,0.4314827024936676,-0.4884980320930481,0.9619796872138977,0.3805965185165405,0.4168888032436371,-0.46441927552223206,0.9845403432846069,0.5985607504844666,0.4373559355735779,-0.44621387124061584,0.9579576849937439,0.38615161180496216,0.4246203899383545,-0.4182891249656677,0.9808053374290466,0.5376408100128174,0.6427475810050964,-0.016217300668358803,0.9967266917228699,0.48089855909347534,0.6517960429191589,0.016313161700963974,0.9980339407920837,0.5389163494110107,0.8134003281593323,-0.008439249359071255,0.9638065695762634,0.47584015130996704,0.823797345161438,-0.07107546180486679,0.9835861921310425,0.5401214957237244,0.929534375667572,0.2834504246711731,0.925962507724762,0.4889315366744995,0.9688715934753418,0.12598782777786255,0.9651711583137512,0.5375271439552307,0.9469065070152283,0.3069012761116028,0.7668535709381104,0.49313899874687195,0.9760995507240295,0.1403624564409256,0.8042381405830383,0.539043128490448,0.9772786498069763,0.20805126428604126,0.910531759262085,0.48856493830680847,1.0482137203216553,0.010569389909505844,0.942907452583313
jumping,0.4899391531944275,0.29772520065307617,-0.2548355460166931,0.9999847412109375,0.49578502774238586,0.2797331213951111,-0.2366350144147873,0.9999623894691467,0.5004147291183472,0.27878817915916443,-0.23672251403331757,0.9999614357948303,0.5042943358421326,0.27796581387519836,-0.23675473034381866,0.9999495148658752,0.48258718848228455,0.28145503997802734,-0.23337487876415253,0.9999592900276184,0.4788567125797272,0.2818024158477783,-0.23342664539813995,0.9999566078186035,0.4755376875400543,0.2821419835090637,-0.2334451824426651,0.999954342842102,0.5099473595619202,0.2848188579082489,-0.12461268156766891,0.9999479055404663,0.47335878014564514,0.2902953624725342,-0.10910272598266602,0.9999271631240845,0.4989229142665863,0.3172721266746521,-0.21333009004592896,0.9999704957008362,0.48350632190704346,0.318707674741745,-0.20899057388305664,0.9999658465385437,0.5435909628868103,0.3859383165836334,-0.06549141556024551,0.9997110366821289,0.4480598568916321,0.40696248412132263,-0.03203300014138222,0.9996647834777832,0.5935069918632507,0.4523225724697113,-0.1891448050737381,0.9723727107048035,0.4190197288990021,0.5236015319824219,-0.12977705895900726,0.9692287445068359,0.603076159954071,0.43601810932159424,-0.4300495982170105,0.9740388989448547,0.3863445818424225,0.4440716803073883,-0.38946568965911865,0.9896802306175232,0.6103063821792603,0.4286195933818817,-0.4731331169605255,0.9527660608291626,0.3770194947719574,0.42293083667755127,-0.4361676275730133,0.9837419986724854,0.6072914600372314,0.41049933433532715,-0.4763534665107727,0.956081748008728,0.37873539328575134,0.41290387511253357,-0.442029744386673,0.9855762720108032,0.6016389727592468,0.4155404269695282,-0.4376303553581238,0.9523887038230896,0.383529394865036,0.41977569460868835,-0.39853325486183167,0.9820307493209839,0.5328737497329712,0.6411517858505249,-0.015991337597370148,0.9964044690132141,0.4755984842777252,0.6484542489051819,0.016056053340435028,0.9979937076568604,0.5343485474586487,0.8076881766319275,-0.0011335548479110003,0.9598402976989746,0.4723191559314728,0.8142516016960144,-0.0684109553694725,0.9828707575798035,0.5345793962478638,0.910875678062439,0.28694137930870056,0.9137018322944641,0.48502036929130554,0.9638106822967529,0.1275288611650467,0.9623876810073853,0.5337899327278137,0.9438493251800537,0.31014400720596313,0.745344877243042,0.4903683066368103,0.973164975643158,0.1421431601047516,0.7999494671821594,0.5355369448661804,0.9714787006378174,0.2150445431470871,0.8984375,0.48477843403816223,1.0262845754623413,0.021557295694947243,0.9390843510627747
jumping,0.48550117015838623,0.29819104075431824,-0.2573844790458679,0.9999845027923584,0.4915561378002167,0.2804049253463745,-0.239267960190773,0.9999618530273438,0.49619054794311523,0.27950581908226013,-0.23934903740882874,0.9999605417251587,0.5001249313354492,0.2787945568561554,-0.2393808364868164,0.9999474287033081,0.4782504141330719,0.28231602907180786,-0.23542241752147675,0.9999600648880005,0.4743959605693817,0.28262975811958313,-0.23548707365989685,0.9999577403068542,0.47122254967689514,0.28287479281425476,-0.23551668226718903,0.9999557733535767,0.5058545470237732,0.28580886125564575,-0.12646177411079407,0.9999459385871887,0.46857208013534546,0.29081544280052185,-0.10907053202390671,0.9999308586120605,0.4944920539855957,0.31778696179389954,-0.21573840081691742,0.9999695420265198,0.4789857864379883,0.31888866424560547,-0.21072907745838165,0.9999663233757019,0.5377662777900696,0.387939453125,-0.06557562947273254,0.9995077252388,0.44382646679878235,0.40665870904922485,-0.03093222714960575,0.9996536374092102,0.5822798013687134,0.44154027104377747,-0.19348976016044617,0.9707581400871277,0.4161648154258728,0.5222504734992981,-0.13835516571998596,0.9713155031204224,0.5945850610733032,0.4227716028690338,-0.43304240703582764,0.9673378467559814,0.38463202118873596,0.44303175806999207,-0.40282541513442993,0.9904513359069824,0.6012640595436096,0.4105098247528076,-0.4751441776752472,0.9414423108100891,0.3746333718299866,0.4168418347835541,-0.4480394124984741,0.9847334623336792,0.5947118997573853,0.39975839853286743,-0.4778415560722351,0.9446588754653931,0.3769996762275696,0.40751442313194275,-0.44985589385032654,0.9864083528518677,0.5892069339752197,0.4053916037082672,-0.44014978408813477,0.9414507746696472,0.38199666142463684,0.41450372338294983,-0.41001060605049133,0.9830012917518616,0.5285578370094299,0.6429140567779541,-0.016079867258667946,0.9959585070610046,0.4704047441482544,0.649624228477478,0.016131090000271797,0.9978293776512146,0.5291083455085754,0.8159832954406738,-0.009508399292826653,0.955941379070282,0.46998822689056396,0.8229554891586304,-0.03898535296320915,0.9816595911979675,0.532667875289917,0.9283455610275269,0.268027663230896,0.8999004364013672,0.4823593199253082,0.9651177525520325,0.1585974544286728,0.957756519317627,0.5308665633201599,0.9493255615234375,0.28987520933151245,0.7270569205284119,0.4871588349342346,0.9734097123146057,0.1737503558397293,0.7927715182304382,0.5312809348106384,0.9716112017631531,0.19313502311706543,0.8831806778907776,0.4821135699748993,1.0251539945602417,0.05457719787955284,0.9316847920417786
